id_place,provincia,id_empleado,nombre,puesto,nacionalidad,fecha_in,fecha_out,fecha_end,jornada,motivo_baja,genero,fecha_nacimiento,email,id_contrato
1,MADRID,980253.0,Charlotte Harper,Special effects artist,PORTUGAL,19/12/2018,18/06/2019,18/06/2019,,Fin de contrato temporal,Mujer,14/12/1986,,402.0
1,MADRID,981118.0,Emily West,Holiday representative,ESPAÑA,19/03/2018,31/12/2019,15/04/2018,,,Mujer,20/06/1993,,401.0
1,MADRID,981169.0,Mark Campbell,Educational psychologist,ESPAÑA,21/08/2019,20/02/2020,20/02/2020,48.75,Fin de contrato temporal,Mujer,29/01/1993,christy02@example.org,502.0
1,MADRID,982185.0,Julie Henry,Educational psychologist,ESPAÑA,27/02/2020,27/02/2020,26/05/2020,62.5,Cese en período de prueba a,Mujer,29/06/2000,marquezchelsea@example.org,502.0
1,MADRID,982248.0,Michael Thomas,Educational psychologist,ITALIA,09/03/2020,14/05/2020,08/06/2020,60.0,Baja voluntaria del trabajad,Mujer,13/01/1992,xperry@example.net,502.0
1,MADRID,982375.0,Rachel Ward,Educational psychologist,ESPAÑA,22/06/2020,13/07/2021,00/00/0000,63.75,Baja voluntaria del trabajad,Mujer,24/03/1994,longcarolyn@example.net,289.0
1,MADRID,982512.0,Gary Davis,Theatre manager,ESPAÑA,23/07/2020,18/11/2021,00/00/0000,90.0,Baja voluntaria del trabajad,Mujer,25/02/2001,boltonmichael@example.com,289.0
1,MADRID,982556.0,Wendy Miller,Educational psychologist,PORTUGAL,03/08/2020,00/00/0000,00/00/0000,81.25,,Mujer,09/03/1996,anthony18@example.com,289.0
1,MADRID,984263.0,Dylan Ayers,Educational psychologist,ESPAÑA,15/07/2021,28/02/2022,14/04/2022,63.75,Baja voluntaria del trabajad,Mujer,12/11/1995,cody47@example.org,502.0
1,MADRID,985059.0,Lisa Lee,Educational psychologist,ESPAÑA,08/11/2021,31/01/2022,31/01/2022,63.75,Fin de contrato temporal,Mujer,19/05/1998,stacydavidson@example.com,502.0
1,MADRID,985544.0,Carla Collins,Special effects artist,ITALIA,08/12/2021,00/00/0000,00/00/0000,,,Hombre,23/11/1989,smclean@example.com,189.0
1,MADRID,985745.0,Barbara Martinez,Educational psychologist,ESPAÑA,29/12/2021,15/01/2022,15/01/2022,75.0,Fin de contrato temporal,Hombre,14/12/1998,nicolehernandez@example.net,502.0
1,MADRID,985905.0,Timothy Jones,Special effects artist,ESPAÑA,15/02/2022,16/05/2023,00/00/0000,,Despido de la persona trabaj,Mujer,17/07/1989,jhamilton@example.net,189.0
1,MADRID,985745.0,Barbara Martinez,Educational psychologist,ESPAÑA,28/02/2022,00/00/0000,00/00/0000,81.25,,Hombre,14/12/1998,nicolehernandez@example.net,289.0
1,MADRID,986464.0,Debra Preston,Theatre manager,ESPAÑA,16/05/2022,27/10/2022,00/00/0000,90.0,Cese en período de prueba a,Hombre,03/03/1982,frankhines@example.com,200.0
1,MADRID,987647.0,Nicole Bailey,Theatre manager,ESPAÑA,05/09/2022,06/09/2023,00/00/0000,,Despido de la persona trabaj,Hombre,27/03/1996,timguerra@example.com,100.0
1,MADRID,985059.0,Lisa Lee,Educational psychologist,ESPAÑA,08/11/2022,30/01/2023,00/00/0000,63.7,Baja voluntaria del trabajad,Mujer,19/05/1998,stacydavidson@example.com,200.0
1,MADRID,990102.0,Kevin Russo,Educational psychologist,ESPAÑA,21/07/2023,01/08/2023,00/00/0000,63.75,Cese por expiración del tiem,Mujer,14/03/1992,asampson@example.org,510.0
1,MADRID,990102.0,Kevin Russo,Educational psychologist,ESPAÑA,02/08/2023,00/00/0000,24/09/2023,63.75,,Mujer,14/03/1992,asampson@example.org,502.0
2,MADRID,90157.0,David Mendez IV,Holiday representative,ESPAÑA,25/06/2018,29/07/2018,24/09/2018,,,Mujer,01/12/1995,,501.0
2,MADRID,90158.0,Henry Brooks,Holiday representative,ESPAÑA,25/06/2018,31/08/2018,24/09/2018,,,Mujer,06/06/1996,,501.0
2,MADRID,90160.0,Linda Kelly DDS,Holiday representative,ESPAÑA,26/06/2018,23/09/2018,25/12/2018,,,Mujer,04/02/1991,,502.0
2,MADRID,90224.0,Carlos Jones,Holiday representative,ESPAÑA,14/08/2017,13/02/2018,13/02/2018,,,Mujer,23/02/1995,,401.0
2,MADRID,90236.0,John Townsend,Holiday representative,ESPAÑA,15/07/2016,14/01/2018,14/01/2018,,,Mujer,15/03/1991,,401.0
2,MADRID,90239.0,Lisa Campbell,Holiday representative,ESPAÑA,04/10/2017,03/01/2018,03/01/2018,,,Mujer,29/07/1995,,401.0
2,MADRID,90240.0,Susan Lambert,Holiday representative,ESPAÑA,06/11/2017,29/01/2018,20/03/2018,,,Mujer,18/12/1998,,501.0
2,MADRID,90266.0,Andrea Richards,Holiday representative,ESPAÑA,20/12/2017,10/01/2018,10/01/2018,,,Mujer,08/03/1994,,401.0
2,MADRID,90275.0,Gregory Martin,Holiday representative,ESPAÑA,04/12/2017,10/12/2017,10/12/2017,,,Mujer,28/10/1997,,401.0
2,MADRID,90239.0,Lisa Campbell,Holiday representative,ESPAÑA,04/10/2017,03/01/2018,03/01/2018,,,Mujer,29/07/1995,,401.0
2,MADRID,390392.0,Steven Wilson,Holiday representative,ESPAÑA,08/09/2017,03/10/2017,07/12/2017,,,Mujer,17/06/1992,,401.0
2,MADRID,90335.0,Heather Hoffman,Holiday representative,ESPAÑA,10/08/2016,09/08/2017,09/08/2017,,,Mujer,26/01/1991,,401.0
2,MADRID,90350.0,Daniel Obrien,Holiday representative,ESPAÑA,18/08/2017,31/08/2017,17/11/2017,,,Mujer,06/09/1995,,401.0
2,MADRID,90239.0,Lisa Campbell,Holiday representative,ESPAÑA,04/10/2017,03/01/2018,03/01/2018,,,Mujer,29/07/1995,,401.0
2,MADRID,980307.0,Erika Campbell,Special effects artist,ESPAÑA,18/01/2019,00/00/0000,00/00/0000,,Suspensión del contrato o ER,Mujer,01/12/1987,oarmstrong@example.com,189.0
2,MADRID,980938.0,Derrick Lyons,Special effects artist,ESPAÑA,12/07/2019,21/10/2019,11/01/2020,,Despido del trabajador,Mujer,24/09/1993,zcamacho@example.org,402.0
2,MADRID,990530.0,Michael Patterson,Special effects artist,ESPAÑA,04/09/2023,07/09/2023,00/00/0000,,Baja voluntaria de la person,Mujer,22/07/1982,anthony93@example.net,410.0
3,MADRID,90106.0,Brianna Foster,Holiday representative,ESPAÑA,08/06/2018,15/07/2018,07/12/2018,,,Mujer,06/09/1995,,501.0
3,MADRID,90123.0,Christine Cameron,Holiday representative,ESPAÑA,14/05/2018,09/08/2018,09/08/2018,,,Mujer,30/06/1997,,501.0
3,MADRID,90124.0,Victor Hardin,Holiday representative,ESPAÑA,09/05/2018,14/09/2018,08/11/2018,,,Mujer,27/12/1997,,501.0
3,MADRID,90139.0,Ebony Green DDS,Holiday representative,ESPAÑA,13/06/2018,12/07/2018,12/12/2018,,,Mujer,09/01/1997,,502.0
3,MADRID,390087.0,Samuel Osborn,Special effects artist,PORTUGAL,16/09/2017,00/00/0000,00/00/0000,,,Mujer,10/04/1989,lisa73@example.org,189.0
3,MADRID,981630.0,Robert Ryan,Theatre manager,VENEZUELA,15/11/2019,09/12/2020,09/12/2020,90.0,Cese por expiración del tiem,Mujer,25/01/1990,dennis11@example.net,502.0
3,MADRID,986001.0,Richard Briggs,Theatre manager,ESPAÑA,07/03/2022,19/03/2022,06/09/2022,90.0,Baja voluntaria del trabajad,Mujer,26/09/1988,jroth@example.com,502.0
3,MADRID,989386.0,Rachel Gonzalez,Theatre manager,ESPAÑA,08/05/2023,21/05/2023,00/00/0000,,Baja voluntaria de la person,Mujer,23/06/1987,holdenpatrick@example.com,100.0
4,MADRID,90112.0,Glenda Garcia,Holiday representative,ESPAÑA,03/08/2017,08/08/2018,00/00/0000,,,Mujer,12/03/1999,,189.0
4,MADRID,90149.0,Amber Schneider,Holiday representative,ESPAÑA,21/06/2018,20/09/2018,20/09/2018,,,Mujer,31/07/1993,,501.0
4,MADRID,90165.0,Michele Allen,Holiday representative,ESPAÑA,27/06/2018,11/07/2018,26/12/2018,,,Mujer,17/09/1992,,502.0
4,MADRID,390037.0,Jared Mcfarland DDS,Special effects artist,ESPAÑA,03/10/2018,02/04/2019,02/04/2019,,Fin de contrato temporal,Mujer,03/01/1985,,402.0
4,MADRID,390105.0,Darryl Kennedy,Theatre manager,VENEZUELA,15/10/2018,31/10/2020,00/00/0000,90.0,Baja voluntaria del trabajad,Mujer,22/11/1988,jonesrichard@example.org,289.0
4,MADRID,390123.0,George Smith,Special effects artist,ESPAÑA,08/09/2018,07/10/2019,00/00/0000,97.5,Fin de contrato temporal,Mujer,03/07/1997,,501.0
4,MADRID,390168.0,Heather Andersen,Special effects artist,ESPAÑA,03/11/2017,31/10/2018,00/00/0000,,Despido del trabajador,Mujer,09/12/1994,,189.0
4,MADRID,390342.0,Angela Graham,Holiday representative,ESPAÑA,20/12/2017,10/01/2018,10/01/2018,95.0,Fin de contrato temporal,Mujer,28/06/1998,,502.0
4,MADRID,980199.0,Jessica Miller DDS,Special effects artist,VENEZUELA,01/12/2018,16/10/2022,00/00/0000,95.0,Despido del trabajador,Mujer,29/09/1990,cpalmer@example.org,289.0
4,MADRID,390123.0,George Smith,Special effects artist,ESPAÑA,08/10/2019,24/01/2020,00/00/0000,97.5,Despido del trabajador,Mujer,03/07/1997,,289.0
4,MADRID,981992.0,Shannon Sawyer,Special effects artist,BULGARIA,16/12/2019,30/01/2020,15/06/2020,,Despido del trabajador,Mujer,15/08/1991,kimberly47@example.org,402.0
4,MADRID,982321.0,Susan Mueller,Special effects artist,ESPAÑA,09/06/2020,21/09/2021,00/00/0000,,Despido del trabajador,Mujer,15/05/1993,qmcconnell@example.net,189.0
4,MADRID,982943.0,Ruth Knox,Theatre manager,ITALIA,11/01/2021,28/02/2023,00/00/0000,90.0,Baja voluntaria del trabajad,Mujer,01/03/1994,carrie36@example.com,289.0
4,MADRID,988728.0,Jesse Wells,Special effects artist,ARGENTINA,03/01/2023,00/00/0000,00/00/0000,,,Mujer,26/09/1980,williecampbell@example.com,100.0
5,MADRID,90082.0,Tammy Holloway,Holiday representative,ESPAÑA,11/04/2018,31/08/2018,31/07/2018,,,Mujer,03/08/1995,,502.0
5,MADRID,90090.0,Brenda Ferguson,Holiday representative,ESPAÑA,22/12/2017,10/07/2018,10/07/2018,,,Mujer,16/07/1994,,401.0
5,MADRID,90091.0,Timothy Scott,Holiday representative,ESPAÑA,02/07/2018,31/08/2018,12/09/2018,,,Mujer,04/03/1993,,501.0
5,MADRID,90091.0,Timothy Scott,Holiday representative,ESPAÑA,09/07/2018,31/08/2018,12/09/2018,,,Mujer,04/03/1993,,401.0
5,MADRID,90091.0,Timothy Scott,Holiday representative,ESPAÑA,13/06/2018,31/08/2018,12/09/2018,,,Mujer,04/03/1993,,401.0
5,MADRID,90196.0,Shannon Sanders,Holiday representative,ESPAÑA,05/05/2018,13/05/2018,13/05/2018,,,Mujer,10/12/1993,,502.0
5,MADRID,90252.0,Pamela Juarez,Holiday representative,ESPAÑA,20/12/2017,10/01/2018,10/01/2018,,,Mujer,14/01/1999,,401.0
5,MADRID,90255.0,Brandon Brooks,Holiday representative,ESPAÑA,20/12/2017,10/01/2018,10/01/2018,,,Mujer,09/02/1990,,501.0
5,MADRID,90273.0,Vanessa Bennett,Holiday representative,ESPAÑA,17/01/2018,31/01/2018,16/07/2018,,,Mujer,19/04/1996,,502.0
5,MADRID,90283.0,John Gibbs,Holiday representative,ESPAÑA,19/12/2017,22/12/2017,10/01/2018,,,Mujer,27/01/1995,,401.0
5,MADRID,90291.0,Daniel May,Holiday representative,ESPAÑA,15/11/2017,16/11/2017,14/12/2017,,,Mujer,09/04/1997,,401.0
5,MADRID,90330.0,Derek Owen,Holiday representative,ESPAÑA,21/08/2017,20/09/2017,20/11/2017,,,Mujer,28/02/1994,,401.0
5,MADRID,90349.0,Kristen Chapman,Holiday representative,ESPAÑA,17/08/2017,18/08/2017,16/09/2017,,,Mujer,28/06/1996,,401.0
5,MADRID,390089.0,Michelle Robinson,Special effects artist,VENEZUELA,16/10/2017,09/07/2019,00/00/0000,,Despido del trabajador,Mujer,16/02/1989,,100.0
5,MADRID,390225.0,Steven Tyler,Holiday representative,ESPAÑA,28/08/2018,28/08/2018,27/02/2019,,,Mujer,13/03/1996,,502.0
6,MADRID,90241.0,Lee Brady,Holiday representative,ESPAÑA,04/07/2017,03/01/2018,03/01/2018,,,Mujer,11/05/1996,,401.0
6,MADRID,980981.0,Becky White,Theatre manager,ESPAÑA,13/07/2019,00/00/0000,00/00/0000,,,Mujer,04/08/1995,thompsonjennifer@example.net,189.0
6,MADRID,981180.0,Brent Robertson,Special effects artist,ESPAÑA,26/08/2019,06/09/2019,25/02/2020,,Baja voluntaria del trabajad,Mujer,09/11/1982,anthony36@example.com,402.0
6,MADRID,981456.0,Anita Cardenas,Special effects artist,ESPAÑA,14/10/2019,29/10/2019,13/04/2020,,Cese en período de prueba a,Mujer,25/10/1989,zwalsh@example.org,402.0
6,MADRID,981823.0,Leslie Montgomery,Special effects artist,ESPAÑA,02/12/2019,26/03/2020,01/06/2020,,Despido del trabajador,Mujer,28/10/1977,mdorsey@example.net,402.0
6,MADRID,984100.0,Diane Washington,Special effects artist,ESPAÑA,05/07/2021,26/09/2021,04/01/2022,,Baja voluntaria del trabajad,Mujer,05/07/1993,devin78@example.org,402.0
6,MADRID,984854.0,Gary Sanchez,Special effects artist,ESPAÑA,13/10/2021,12/04/2022,12/04/2022,,Fin de contrato temporal,Mujer,28/11/1991,racheldelacruz@example.org,402.0
6,MADRID,986518.0,Jessica Day,Special effects artist,VENEZUELA,24/05/2022,11/07/2022,11/07/2022,,Cese en período de prueba a,Hombre,20/09/1980,downsbryan@example.net,100.0
7,MADRID,90072.0,Teresa Sims,Holiday representative,ESPAÑA,01/12/2017,10/09/2018,10/09/2018,,,Mujer,16/07/1990,,401.0
7,MADRID,984367.0,Jennifer Cox,Special effects artist,ESPAÑA,02/08/2021,04/08/2021,01/02/2022,,Cese en período de prueba a,Hombre,08/06/1988,mshaw@example.net,402.0
8,MADRID,90084.0,Lisa Guzman,Holiday representative,ESPAÑA,27/02/2018,07/09/2018,26/08/2018,,,Mujer,23/08/1996,,402.0
8,MADRID,90125.0,Jerome White,Holiday representative,ESPAÑA,09/05/2018,31/07/2018,21/11/2018,,,Mujer,15/11/1991,,501.0
8,MADRID,90133.0,Brian Hicks,Holiday representative,ESPAÑA,15/05/2018,31/08/2018,00/00/0000,,,Mujer,24/03/1992,,200.0
8,MADRID,90166.0,Anthony Smith,Holiday representative,ESPAÑA,29/06/2018,01/07/2018,28/07/2018,,,Mujer,28/08/1998,,502.0
8,MADRID,90167.0,Marilyn Ross,Holiday representative,ESPAÑA,29/06/2018,10/09/2018,28/12/2018,,,Mujer,22/09/1985,,502.0
8,MADRID,390090.0,Jonathan Woods,Theatre manager,ESPAÑA,31/10/2017,27/06/2021,00/00/0000,,,Mujer,22/10/1993,brandon39@example.net,189.0
8,MADRID,90133.0,Brian Hicks,Holiday representative,ESPAÑA,15/05/2018,31/07/2018,00/00/0000,,,Mujer,24/03/1992,,200.0
8,MADRID,830011.0,James Adams,Holiday representative,ESPAÑA,28/05/2018,28/08/2018,25/08/2018,,,Mujer,20/11/1994,,501.0
8,MADRID,982164.0,Michelle Johnson,Special effects artist,ESPAÑA,24/02/2020,12/06/2021,00/00/0000,,Despido del trabajador,Mujer,08/05/1975,tristan02@example.com,189.0
8,MADRID,982332.0,John Chen,Special effects artist,ESPAÑA,08/06/2020,11/11/2021,00/00/0000,,Despido del trabajador,Mujer,15/11/1985,holly03@example.net,189.0
8,MADRID,983903.0,Jessica Peters,Special effects artist,ARGENTINA,11/06/2021,00/00/0000,00/00/0000,,,Mujer,17/01/1986,aramsey@example.org,189.0
8,MADRID,985353.0,Jeremy Hoffman,Special effects artist,ESPAÑA,30/11/2021,04/03/2022,29/05/2022,,Despido del trabajador,Mujer,27/10/1988,deanna56@example.org,402.0
8,MADRID,986009.0,Valerie Rodgers,Special effects artist,ESPAÑA,08/03/2022,29/03/2022,07/09/2022,,Cese en período de prueba a,Mujer,06/09/1994,flynnmichael@example.com,402.0
8,MADRID,986686.0,Dale Smith,Special effects artist,ESPAÑA,06/06/2022,10/06/2022,00/00/0000,,Cese en período de prueba a,Hombre,22/11/1992,joshua60@example.net,100.0
11,MADRID,90173.0,Courtney May,Holiday representative,ESPAÑA,09/04/2018,28/06/2018,08/10/2018,,,Mujer,25/10/1994,,402.0
11,MADRID,90174.0,Robert Ellison,Holiday representative,ESPAÑA,06/03/2018,22/06/2018,05/09/2018,,,Mujer,21/12/1993,,402.0
11,MADRID,90191.0,Samantha Nelson,Holiday representative,ESPAÑA,17/03/2015,06/05/2018,00/00/0000,,,Mujer,12/01/1994,,189.0
11,MADRID,90214.0,Joseph Hicks,Holiday representative,ITALIA,07/09/2017,06/03/2018,06/03/2018,,,Mujer,01/01/1989,,401.0
11,MADRID,90231.0,Charles Fischer DDS,Holiday representative,ESPAÑA,11/01/2018,10/02/2018,10/02/2018,,,Mujer,27/05/1991,,501.0
11,MADRID,90271.0,Robert Luna,Holiday representative,ESPAÑA,22/12/2017,03/01/2018,10/01/2018,,,Mujer,22/06/1990,,401.0
11,MADRID,90272.0,Benjamin Martin,Holiday representative,ESPAÑA,22/12/2017,09/01/2018,10/01/2018,,,Mujer,01/11/1995,,401.0
11,MADRID,90274.0,Joseph Leon,Holiday representative,ESPAÑA,01/11/2017,18/12/2017,31/01/2018,,,Mujer,00/00/0000,,401.0
11,MADRID,90311.0,Sherry Hutchinson,Holiday representative,ESPAÑA,25/08/2017,26/10/2017,24/11/2017,,,Mujer,24/11/1998,,401.0
11,MADRID,90325.0,Jillian Martin,Holiday representative,ESPAÑA,05/08/2017,14/09/2017,04/11/2017,,,Mujer,28/05/1993,,501.0
11,MADRID,90326.0,Sara Watson,Holiday representative,ESPAÑA,05/08/2017,14/09/2017,04/11/2017,,,Mujer,08/01/1992,,501.0
11,MADRID,90327.0,Gloria Walker,Holiday representative,ESPAÑA,11/08/2017,04/09/2017,10/11/2017,,,Mujer,05/08/1999,,401.0
11,MADRID,90346.0,Deborah Mccoy,Holiday representative,ESPAÑA,03/08/2017,19/08/2017,02/11/2017,,,Mujer,09/06/1998,,401.0
11,MADRID,90369.0,Julie Evans,Holiday representative,ESPAÑA,07/07/2016,31/05/2017,06/10/2017,,,Mujer,21/01/1991,,401.0
11,MADRID,90396.0,Andrew Cross,Holiday representative,ESPAÑA,29/11/2016,16/02/2017,10/04/2017,,,Mujer,18/03/1996,,402.0
11,MADRID,90407.0,Jennifer Harris,Holiday representative,ESPAÑA,01/07/2016,10/02/2017,00/00/0000,,,Mujer,01/01/1990,,109.0
11,MADRID,980259.0,Joseph Lambert,Special effects artist,ESPAÑA,02/01/2019,01/06/2019,25/06/2019,,Baja voluntaria del trabajad,Mujer,28/11/1985,,402.0
11,MADRID,980881.0,William Anderson,Special effects artist,ESPAÑA,01/07/2019,16/07/2021,00/00/0000,,Suspensión del contrato o ER,Mujer,12/02/1992,qwilliams@example.org,189.0
11,MADRID,984664.0,Patrick Reed,Special effects artist,ESPAÑA,30/08/2021,00/00/0000,00/00/0000,,,Mujer,28/05/1986,garciaeileen@example.com,189.0
12,MADRID,90103.0,Courtney Garner,Holiday representative,ESPAÑA,03/07/2018,21/09/2018,02/01/2019,,,Mujer,16/05/1994,,502.0
12,MADRID,90146.0,Lisa Nelson,Holiday representative,ESPAÑA,15/06/2018,02/07/2018,14/12/2018,,,Mujer,04/08/1996,,502.0
12,MADRID,90212.0,Susan Friedman,Holiday representative,ESPAÑA,01/06/2016,03/03/2018,03/03/2018,,,Mujer,26/08/1994,,401.0
12,MADRID,90215.0,Jillian Myers,Holiday representative,ESPAÑA,08/01/2018,13/03/2018,15/08/2018,,,Mujer,28/03/1997,,501.0
12,MADRID,90237.0,Natalie Wilson,Holiday representative,ESPAÑA,02/01/2018,10/01/2018,10/01/2018,,,Mujer,12/07/1997,,501.0
12,MADRID,90250.0,Leonard Holmes,Holiday representative,ESPAÑA,19/12/2017,10/01/2018,10/01/2018,,,Mujer,05/01/1998,,402.0
12,MADRID,90257.0,Jennifer Price,Holiday representative,ESPAÑA,20/12/2017,02/01/2018,10/01/2018,,,Mujer,24/05/1996,,401.0
12,MADRID,90267.0,Jason Caldwell,Holiday representative,ESPAÑA,20/12/2017,07/01/2018,10/01/2018,,,Mujer,19/09/1998,,401.0
12,MADRID,90285.0,Maria Collins,Holiday representative,ESPAÑA,20/12/2017,23/12/2017,10/01/2018,,,Mujer,18/02/1995,,401.0
12,MADRID,90290.0,Caitlyn Long,Holiday representative,ESPAÑA,16/09/2017,17/11/2017,15/12/2017,,,Mujer,25/03/1997,,401.0
12,MADRID,90320.0,Holly White,Holiday representative,ESPAÑA,05/09/2017,26/09/2017,04/12/2017,,,Mujer,02/06/1997,,401.0
12,MADRID,90328.0,Jerry Fletcher,Holiday representative,ESPAÑA,18/08/2017,14/09/2017,17/11/2017,,,Mujer,20/09/1995,,401.0
12,MADRID,90370.0,James Diaz,Holiday representative,ESPAÑA,24/11/2016,23/05/2017,23/05/2017,,,Mujer,13/02/1992,,402.0
12,MADRID,90375.0,Caitlyn Carter,Holiday representative,ESPAÑA,18/11/2016,17/05/2017,17/05/2017,,,Mujer,04/12/1995,,402.0
12,MADRID,90376.0,Leon Young,Holiday representative,ESPAÑA,09/03/2017,31/05/2017,08/06/2017,,,Mujer,04/06/1993,,402.0
12,MADRID,90402.0,Christopher Williams,Holiday representative,ESPAÑA,02/03/2017,06/03/2017,01/06/2017,,,Mujer,27/06/1998,,402.0
12,MADRID,90403.0,Thomas Keith,Holiday representative,ESPAÑA,02/03/2017,03/03/2017,00/00/0000,,,Mujer,29/05/1994,,402.0
12,MADRID,390051.0,Sonya Lopez,Special effects artist,PORTUGAL,30/05/2018,00/00/0000,00/00/0000,,Suspensión del contrato o ER,Mujer,14/06/1996,frydarlene@example.org,189.0
12,MADRID,390171.0,Shawn Haley,Special effects artist,ESPAÑA,25/10/2017,22/10/2018,00/00/0000,,Baja voluntaria del trabajad,Mujer,23/02/1995,,189.0
12,MADRID,900099.0,Benjamin Howell,Holiday representative,ESPAÑA,01/07/2016,14/11/2017,00/00/0000,,,Mujer,17/08/1992,,109.0
12,MADRID,982693.0,Ashley Clark,Theatre manager,PORTUGAL,10/09/2020,00/00/0000,00/00/0000,,,Mujer,14/07/2000,ryan56@example.org,189.0
